DCD,VCD,VNM,DNM,DIST,VDCMUN,VNAME_CBS,LINKID,DDVVV,CEMENT_RCC,DRINK_WATE,TOILET,INFORMATIO,TRANSPORT,SLC___EQUI,POPULATION,SEX_RATIO,POP_ABROAD,TOTAL_DEP_,CHILD_WOMA,ROAD_DEN,HEALTH_FAC,FLOOD_FREQ,HAND_DEN,RIV_DEN,FOREST_DEN
-1.6645158893772385,-0.4032588602789953,KALIKHOLA,TAPLEJUNG,-1.6648587826284964,-0.4032588602789953,Kalikhola,-1.7229256568320965,-1.655172474971768,-0.6702712170079657,0.280348200578104,-1.0713480107892053,-0.4613375594046396,-0.7758785197308303,0.162635821462609,-0.3257069863204457,0.22620196855060254,-0.3525451240667182,-1.118847901836706,-0.2652830902371626,-0.6097594911882044,0.05720215541782416,-0.3117380841677691,-0.5342926181617843,0.3729660081278866,0.36868171728562305
-1.6645158893772385,-0.38648691369129445,KHAMLUNG,TAPLEJUNG,-1.6648587826284964,-0.38648691369129445,Khamlung,-1.722056589665977,-1.6551239080468167,-0.6702712170079657,-0.28356383735968715,-0.8068658999940146,0.015047115023361906,-0.7758785197308303,0.5306842373938038,-0.27715854673291146,0.2104533148517297,-0.29927882516294324,0.09418098934035628,0.13099943577346293,1.8527545228707445,0.05720215541782416,0.6552564710794897,-0.5342926181617843,-0.2271359711648493,-0.6414398940946614
-1.6645158893772385,-0.3697149671035936,KHEBANG,TAPLEJUNG,-1.6648587826284964,-0.3529430205158927,Khewang,-1.7211875224998572,-1.6550267741969142,-0.6702712170079657,0.447597702643643,-0.6748267393374844,-0.36324221346018754,-0.7708313055830133,0.5228534200335658,-0.2129740106115542,0.06696558115088204,-0.23347927945828006,0.4892072949156833,-0.17654086104020295,-0.1993404888450463,0.05720215541782416,2.589245581574007,-0.5342926181617843,0.2514263667521427,0.5505036073340742
-1.6645158893772385,-0.3529430205158927,KHEJENIM,TAPLEJUNG,-1.6648587826284964,-0.3697149671035936,Khejenim,-1.7203184553337376,-1.6550753411218655,-0.6576213425601871,0.5783384638453176,-1.1654309601255097,-0.45438303861007007,-0.7758785197308303,-0.13493523822644263,-0.22855543547917498,0.5997950312961017,-0.28909556213722154,0.4264751300365825,0.24442542788150975,-0.1993404888450463,0.05720215541782416,-0.3117380841677691,-0.32278533092539746,-0.06001896427320125,0.8939449552033709
-1.6645158893772385,-0.33617107392819184,KHOKLIN,TAPLEJUNG,-1.6648587826284964,-0.33617107392819184,Khokling,-1.719449388167618,-1.654978207271963,-0.6528023427705573,0.637048466045315,-0.1543420968718342,-0.0173463107829219,-0.7758785197308303,0.9535483748466667,-0.1755239192630621,0.10896199101454386,-0.15357983110261764,0.13331095357187503,-0.20674304828790785,0.6214975158412699,0.05720215541782416,4.523234692068525,-0.5342926181617843,-0.02203782634328138,0.025240369416326278
-1.6645158893772385,-0.31939912734049103,LELEP,TAPLEJUNG,-1.6648587826284964,-0.31939912734049103,Lelep,-1.7185803210014985,-1.6549296403470115,-0.6582237175338909,0.7623622522537132,-1.0790200109496764,-0.7142624998808201,-0.7758785197308303,-0.3228748548721595,-0.23954444038581282,1.1588722376061116,-0.25462913343477894,0.0674732359759872,0.39297544515910987,-1.0201784935313625,0.05720215541782416,-0.3117380841677691,-0.3462861406183293,-0.4854077090883053,-0.5000228685014216
-1.6645158893772385,-0.30262718075279016,LIMBUDIN,TAPLEJUNG,-1.6648587826284964,-0.30262718075279016,Limbudin,-1.717711253835379,-1.6548810734220603,-0.6702712170079657,0.5334425798100256,-0.6974389503367677,-0.5349090688629786,-0.7758785197308303,0.43149388416412027,-0.2599369718792253,-0.4807375974877196,-0.24836251003433482,0.4308229038400841,0.17872634895502099,-0.1993404888450463,0.05720215541782416,-0.3117380841677691,-0.3697869503112612,0.3045999598540307,0.6515157684721027
-1.6645158893772385,-0.2858552341650893,LIMKHIM,TAPLEJUNG,-1.6648587826284964,-0.2690832875773884,Limkhim,-1.7168421866692594,-1.6547839395721577,-0.6570189675864834,0.8427801544268189,-0.8379576901180295,0.5523753532564057,-0.7758785197308303,-0.24978722617660293,-0.2390523953899932,0.41256103732060545,-0.2765623153363333,-0.48158848435198215,-0.4808745058744828,0.21107851349811171,0.05720215541782416,-0.3117380841677691,-0.3932877600041931,-0.18915483323492935,0.5909084717892856
-1.6645158893772385,-0.2690832875773884,LINGTEP,TAPLEJUNG,-1.6648587826284964,-0.2858552341650893,Lingtep,-1.7159731195031398,-1.654832506497109,-0.6702712170079657,0.7140128386772445,-1.1617968547863393,-0.5321638632861748,-0.7758785197308303,-1.273014027914394,-0.27174605177889577,-0.38449582488349304,-0.2601124289101675,-0.26978978906709833,-0.443886148158775,1.031916518184428,0.05720215541782416,-0.3117380841677691,-0.4402893793900568,-0.28790579185272136,0.48989631065125705
-1.6645158893772385,-0.25231134098968755,LIWANG,TAPLEJUNG,-1.6648587826284964,-0.25231134098968755,Liwang,-1.71510405233702,-1.6547353726472065,-0.6702712170079657,0.6735572069091794,-1.095171590234879,-0.016431242257320462,-0.7758785197308303,0.04517356105903577,-0.26425603350919735,-0.3897453761164498,-0.3078954323385539,0.04883991967526444,-0.046857889129687816,-1.0201784935313625,0.05720215541782416,-0.3117380841677691,0.8287543440282642,-0.9107964539034094,-0.7222496230050841
-1.6645158893772385,-0.23553939440198668,MAMANGKHE,TAPLEJUNG,-1.6648587826284964,-0.23553939440198668,Mamankhe,-1.7142349851709004,-1.6546868057222552,-0.6702712170079657,0.7223999818486728,-1.056004010468263,-0.9003874379881107,-0.7758785197308303,0.31142135130713433,-0.29804312322214355,-0.5341080350227909,-0.3165120395141645,-0.17538098647676817,0.39812100298649655,0.21107851349811171,0.05720215541782416,-0.3117380841677691,-0.41678856969712497,0.22104145640820666,0.8737425229757653
-1.6645158893772385,-0.2187674478142858,MEHELE,TAPLEJUNG,-1.6648587826284964,-0.2187674478142858,Mehele,-1.7133659180047809,-1.654638238797304,-0.6570189675864834,0.45993173671927273,-0.5549012631448559,-0.09659124509998833,-0.7758785197308303,0.7003519468656315,-0.23123434712308172,0.4020619348546906,-0.2538458055097234,0.017784392507392877,-0.05588125865307601,0.6214975158412699,0.05720215541782416,-0.3117380841677691,-0.25228290184660185,-0.014441598757297374,0.06564523387153769
-1.6645158893772385,-0.20199550122658497,NALBU,TAPLEJUNG,-1.6648587826284964,-0.20199550122658497,Nalbu,-1.7124968508386613,-1.6545896718723527,-0.6540070927179648,0.014919787270551956,-0.39015515443579046,-0.700719485701922,-0.7758785197308303,-0.2915515854312067,-0.25900755355378824,-0.12989259008503692,-0.23974590285872416,1.0966534063192501,0.3585971530080186,-0.6097594911882044,0.05720215541782416,-0.3117380841677691,-0.2992845212324656,-0.3030982470246893,0.42928901396843994
-1.6645158893772385,-0.1852235546388841,NAMKHOLYANG,TAPLEJUNG,-1.6648587826284964,-0.1852235546388841,Namkholyang,-1.7116277836725418,-1.6545411049474015,-0.6479833429809273,0.7978842703915268,-0.9792840088635512,0.09154684376362504,-0.7628620200864602,-0.22890504654930105,-0.1540926261118082,-0.5419823618722279,-0.10109686012389821,-0.10954326888088034,-0.4538043973043178,1.031916518184428,0.05720215541782416,-0.3117380841677691,0.9697592021858555,-0.45502279874436935,0.06564523387153769
